ligand,receptor,n_sources,sources
ADCYAP1,ADCYAP1R1,8,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
NPB,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPB,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPPB,DPP4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPPC,NPR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPS,ADCYAP1R1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPS,ADRB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPS,ADRB3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPS,GPR20,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPS,GPR84,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPS,PTH1R,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPS,RAMP2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPS,RAMP3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPS,TSHR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPS,VIPR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPW,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPW,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPW,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPY,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPY,DPP4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPY,FAP,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
NPY,GPR83,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NPY,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPY,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NPY,NPY6R,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NPY,PRLHR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
NRG1,EGFR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NRG1,GPC1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NRG1,ITGB3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NRG3,ERBB3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NRG4,EGFR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NRTN,GFRA3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
NRXN1,NLGN1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NRXN1,NLGN2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NRXN1,NLGN3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NRXN2,NLGN1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NRXN2,NLGN2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NRXN2,NLGN3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NRXN3,NLGN1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NRXN3,NLGN2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NRXN3,NLGN3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
NTNG1,LRRC4C,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
NTNG2,LRRC4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
NTS,NGFR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
OMG,NGFR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
OMG,RTN4R,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
P4HB,MTTP,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PCSK9,APLP2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PCSK9,LDLR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PCSK9,LRP1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PCSK9,SORT1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PDAP1,PDGFRB,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PDGFB,ITGAV,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PDGFB,S1PR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PDGFC,FLT1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PDGFC,FLT4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PDGFC,KDR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PDGFD,PDGFRA,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PDX1,SLC2A2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PDYN,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PDYN,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PDYN,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PDYN,OPRL1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PENK,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PENK,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PENK,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PENK,OPRL1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PF4,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PF4,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PF4,LRP1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PF4,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PI3,PLD2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PIGF,FLT1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PIP,AQP5,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PKM,CD44,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PLAT,ITGAM,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PLAU,ITGA3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PLAU,ITGA5,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PLAU,ITGAM,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PLAU,ITGB1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PLAU,ITGB5,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PLAU,ST14,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
PLAU,VLDLR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PLG,F2RL2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PLG,F2RL3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PLG,FLT1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PLG,IGF2R,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PLG,ITGAM,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PLG,ITGB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PLG,PARD3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PLG,PLAUR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PLG,PLGRKT,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
PMCH,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PMCH,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PMCH,MERTK,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PMCH,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PNOC,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PNOC,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PNOC,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
POMC,ADCYAP1R1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
POMC,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
POMC,ADRB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
POMC,ADRB3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
POMC,GPR20,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
POMC,GPR84,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
POMC,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
POMC,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
POMC,OPRL1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
POMC,PTH1R,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
POMC,RAMP2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
POMC,RAMP3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
POMC,TSHR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
POMC,VIPR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PON2,HTR2A,4,CellTalkDB; SPIDER_internal; SpaCcLink; stCASE
POSTN,ITGB3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
POSTN,ITGB5,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PPBP,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PPBP,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PPBP,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PPY,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PPY,GPR83,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PPY,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PPY,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PPY,NPY6R,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PRG4,CD44,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PROC,ITGAM,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PRSS1,F2R,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PRSS1,F2RL1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PRSS1,F2RL2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PRSS1,F2RL3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PRSS1,PARD3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PRSS2,F2R,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PRSS2,F2RL1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PRSS2,F2RL2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PRSS2,F2RL3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PRSS2,PARD3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PRSS3,F2R,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PRSS3,F2RL1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PRSS3,F2RL2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PRSS3,F2RL3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PRSS3,PARD3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PSAP,AR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PSAP,SORT1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PSEN1,CD44,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PSPN,GFRA2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PSPN,GFRA3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PSPN,SDC3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTGS2,ALOX5,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH,ADCYAP1R1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH,ADRB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH,ADRB3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH,GPR20,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH,GPR84,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH,RAMP2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH,RAMP3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH,TSHR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH,VIPR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH2,ADCYAP1R1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH2,ADRB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH2,ADRB3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH2,GPR20,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH2,GPR84,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH2,RAMP2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH2,RAMP3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH2,TSHR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTH2,VIPR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTHLH,ADCYAP1R1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTHLH,ADRB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTHLH,ADRB3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTHLH,GPR20,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTHLH,GPR84,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTHLH,RAMP2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTHLH,RAMP3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTHLH,TSHR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTHLH,VIPR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PTMA,VIPR1,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
PTN,ITGB3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PTN,NCL,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PTN,PLXNB2,4,LIANA_consensus; SpaCcLink; connectomeDB2020_lit; stCASE
PTN,SDC2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PTN,SDC4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PTPRC,CD22,4,COMMOT_CellChat; LARIS_neurotransmitter; connectomeDB2020_lit; stCASE
PTPRC,MRC1,4,COMMOT_CellChat; LARIS_neurotransmitter; connectomeDB2020_lit; stCASE
PVR,TIGIT,4,COMMOT_CellChat; LARIS_neurotransmitter; connectomeDB2020_lit; stCASE
PYY,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PYY,DPP4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PYY,FAP,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
PYY,GPR83,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
PYY,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PYY,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
PYY,NPY6R,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
QDPR,DYSF,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
QRFP,P2RY14,4,LIANA_consensus; SpaCcLink; connectomeDB2020_lit; stCASE
RETN,CAP1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
RETN,GPR25,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RETN,TLR4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
RGMA,BMPR1B,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RGMA,BMPR2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RGMA,HFE,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RGMA,HJV,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RGMA,TFR2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RGMB,BMPR1B,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RGMB,BMPR2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RGMB,HJV,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RIMS1,CACNA1C,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RIMS1,SLC17A7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RIMS1,SLC18A2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RIMS1,SLC18A3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RIMS2,ABCA1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN1,RXFP3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
RLN1,RXFP4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
RLN2,ADCYAP1R1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN2,ADRB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN2,ADRB3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN2,GPR20,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN2,GPR84,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN2,PTH1R,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN2,RAMP2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN2,RAMP3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN2,TSHR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN2,VIPR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN3,ADCYAP1R1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN3,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN3,ADRB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN3,ADRB3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN3,GPR20,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN3,GPR84,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN3,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN3,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN3,PTH1R,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN3,RAMP2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN3,RAMP3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN3,TSHR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RLN3,VIPR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RPH3A,NRXN1,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
RSPO4,LGR5,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
RTN4,CNTNAP1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
RTN4,NGFR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
RTN4,RTN4R,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
RTN4,TNFRSF19,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
S100A1,AGER,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
S100A1,RYR1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
S100A1,RYR2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
S100A1,TLR4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
S100A1,TRPM3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
S100A10,CFTR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
S100A10,TRPV6,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
S100A12,CD36,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
S100A12,TLR4,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
S100A4,CCR5,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
S100A4,ERBB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
S100A8,CD36,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
S100A8,ITGB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
S100A9,CD36,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
S100A9,ITGB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
S100B,AGER,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SAA1,ADRA2A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SAA1,GRM7,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SAA1,MTNR1A,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SAA1,TLR2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SCGB3A1,MARCO,4,CellTalkDB; LIANA_consensus; SPIDER_internal; connectomeDB2020_lit
SCGB3A1,NOTCH3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SCT,ADCYAP1R1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SCT,ADRB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SCT,ADRB3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SCT,GPR20,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SCT,GPR84,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SCT,PTH1R,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SCT,RAMP2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SCT,RAMP3,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SCT,TSHR,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SELE,CEACAM1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
SELE,GLG1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
SELL,MADCAM1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
SELL,PODXL,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
SELPLG,ITGAM,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SELPLG,ITGB2,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
SEMA3B,PLXNA1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
SEMA3B,PLXNA2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
SEMA3B,PLXNA3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
SEMA3B,PLXNA4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
SEMA3C,PLXNA1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
SEMA3C,PLXNA2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
SEMA3C,PLXNA3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
SEMA3C,PLXNA4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
SEMA3D,PLXNA1,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
SEMA3D,PLXNA2,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
SEMA3D,PLXNA3,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
SEMA3D,PLXNA4,4,COMMOT_CellChat; LARIS_neurotransmitter; LIANA_consensus; stCASE
SEMA3D,PLXND1,4,CellTalkDB; LIANA_consensus; SPIDER_internal; SpaCcLink
