ligand,receptor,n_sources,sources
Adcyap1,Adcyap1r1,9,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Bsg,Sele,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Btc,Erbb3,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Btla,Cd79a,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
C1qa,Cd93,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit
C1qtnf1,Avpr2,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
C4b,Cd46,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Cadm3,Cadm3,4,COMMOT_CellChat; CellChatDB; connectomeDB2020_lit; stCASE
Calca,Ramp3,4,CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus; stCASE
Calml3,Kcnq1,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Calr,Itga3,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Calr,Itgav,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Calr,Mtnr1a,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Calr,Tshr,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Camp,P2rx7,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Ccl1,Ackr4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Ccl11,Ackr1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Ccl2,Ccr1,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Ccl2,Ccr3,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Ccl2,Ccr4,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Ccl2,Ccr5,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Ccl21,Ccr7,4,CellChatDB; LARIS_neurotransmitter; SpaCcLink; connectomeDB2020_lit
Ccl21b,Ackr4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Ccl21b,Cxcr3,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Ccl21d,Cxcr3,4,CellTalkDB; SPIDER_internal; SpaCcLink; stCASE
Ccl22,Dpp4,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Ccl25,Ccr10,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Ccl26,Ccr2,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Ccl27b,Ccr2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Ccl27b,Ccr3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Ccl5,Ackr4,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; stCASE
Ccl5,Cxcr3,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Ccl5,Sdc1,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Ccl5,Sdc4,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Ccl7,Ccr5,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Ccl7,Cxcr3,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Ccl8,Ackr1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; connectomeDB2020_lit
Ccl8,Ackr4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; connectomeDB2020_lit
Ccl8,Ccr3,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Ccn1,Itgb2,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Cd14,Itgb2,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Cd200,Cd200r4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Cd22,Ptprc,4,COMMOT_CellChat; LIANA_mouseconsensus; connectomeDB2020_lit; stCASE
Cd34,Sell,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit
Cd40lg,Itga2b,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Cd40lg,Itga5,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Cd40lg,Itgam,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Cd40lg,Itgb2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Cd40lg,Traf3,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Cd46,Jag1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Cd99,Pilra,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; connectomeDB2020_lit
Cdh1,Itga2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Cntn2,L1cam,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Cntn2,Nrp1,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Col14a1,Cd44,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Col18a1,Itga5,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Col18a1,Itgb1,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Col18a1,Itgb5,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Col18a1,Kdr,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Col1a1,Cd36,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Col1a1,Itga1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col1a1,Itga10,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col1a1,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col1a1,Itga5,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Col1a1,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col1a1,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col1a1,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Col1a2,Itga1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col1a2,Itga10,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col1a2,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col1a2,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col1a2,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col1a2,Itgb3,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Col1a2,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Col2a1,Itga11,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col2a1,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col2a1,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col2a1,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Col4a1,Itga10,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a1,Itga11,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a1,Itga2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a1,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a1,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a1,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Col4a2,Itga1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a2,Itga10,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a2,Itga11,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a2,Itga2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a2,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a2,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a2,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a2,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Col4a3,Cd47,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Col4a3,Itga1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a3,Itga10,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a3,Itga11,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a3,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a3,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a3,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Col4a4,Cd93,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; stCASE
Col4a4,Itga1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a4,Itga10,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a4,Itga11,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a4,Itga2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a4,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a4,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a4,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a4,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Col4a5,Itga1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a5,Itga10,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a5,Itga11,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a5,Itga2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a5,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a5,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a5,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a5,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Col4a6,Itga1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a6,Itga10,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a6,Itga11,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a6,Itga2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a6,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a6,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a6,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col4a6,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Col5a1,Sdc3,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Col5a3,Sdc3,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Col6a1,Itga1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a1,Itga10,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a1,Itga11,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a1,Itga2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a1,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a1,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a1,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a1,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Col6a2,Itga1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a2,Itga10,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a2,Itga11,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a2,Itga2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a2,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a2,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a2,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a2,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Col6a3,Itga1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a3,Itga10,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a3,Itga11,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a3,Itga2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a3,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a3,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a3,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a3,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Col6a5,Itga1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a5,Itga10,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a5,Itga11,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a5,Itga2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a5,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a5,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a5,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a5,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Col6a6,Itga1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a6,Itga10,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a6,Itga11,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a6,Itga2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a6,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a6,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a6,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col6a6,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Col9a1,Itga1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a1,Itga10,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a1,Itga11,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a1,Itga2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a1,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a1,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a1,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a1,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Col9a2,Itga1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a2,Itga10,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a2,Itga11,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a2,Itga2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a2,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a2,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a2,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a2,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Col9a3,Itga1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a3,Itga10,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a3,Itga11,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a3,Itga2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a3,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a3,Itga9,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a3,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Col9a3,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Comp,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Comp,Sdc4,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Csf2,Csf1r,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Csf2,Il3ra,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Csf3,Csf1r,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Cspg4,Itga3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Ctsg,F2r,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Ctsg,F2rl1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Ctsg,F2rl2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Ctsg,F2rl3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Ctsg,Pard3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Cxcl10,Ackr1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Cxcl10,Dpp4,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Cxcl10,Tlr4,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Cxcl11,Ackr1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Cxcl12,Avpr1a,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Cxcl12,Cd4,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Cxcl12,Cxcr3,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Cxcl12,Dpp4,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Cxcl13,Ackr1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Cxcl13,Ccr10,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Cxcl9,Ackr1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Cxcl9,Ccr3,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Dcn,Erbb4,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Dcn,Met,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Dhh,Boc,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Dhh,Cdon,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Dkk2,Kremen2,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Dkk3,Kremen1,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Dmp1,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Draxin,Dcc,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Dsc1,Dsg1c,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Dsc2,Dsg1c,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Dscam,Dcc,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Dsg1c,Dsc3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Dspp,Itgb1,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
Efemp1,Egfr,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Efna2,Epha10,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Efna3,Epha10,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Efna5,Ephb1,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Efna5,Ephb6,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Efnb1,Epha6,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Efnb1,Erbb2,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Efnb2,Grm1,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Efnb2,Grm5,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Efnb2,Pecam1,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Egf,Cav1,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Egf,Nrp1,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Entpd1,Tmigd3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
F11r,Itgal,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
F11r,Itgb2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
F2,Pard3,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; stCASE
F7,F3,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; connectomeDB2020_lit
Fadd,Fas,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Fadd,Tradd,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Fbn1,Itga5,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Fbn1,Itgb1,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Fbn1,Itgb3,4,LIANA_mouseconsensus; SpaCcLink; connectomeDB2020_lit; stCASE
Fcer2a,Itgam,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Fcer2a,Itgav,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Fcer2a,Itgax,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Fcer2a,Itgb2,4,COMMOT_CellChat; CellChatDB; LARIS_neurotransmitter; LIANA_mouseconsensus
Fga,Itgb2,4,CellTalkDB; SPIDER_internal; SpaCcLink; connectomeDB2020_lit
Fgf11,Fgfr1,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Fgf11,Fgfr2,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Fgf12,Fgfr1,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Fgf12,Fgfr2,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
Fgf14,Fgfr1,4,CellTalkDB; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink
